,userId,movieId,rating,timestamp,user_row_num,user_row_percentile
0,1,804,4.0,964980499,1,0.004310344827586207
1,1,1210,5.0,964980499,2,0.008620689655172414
2,1,2018,5.0,964980523,3,0.01293103448275862
3,1,2628,4.0,964980523,4,0.017241379310344827
4,1,2826,4.0,964980523,5,0.021551724137931036
5,1,3578,5.0,964980668,6,0.02586206896551724
6,1,3617,4.0,964980683,7,0.03017241379310345
7,1,3744,4.0,964980694,8,0.034482758620689655
8,1,101,5.0,964980868,9,0.03879310344827586
9,1,441,4.0,964980868,10,0.04310344827586207
10,1,2858,5.0,964980868,11,0.04741379310344827
11,1,1473,4.0,964980875,12,0.05172413793103448
12,1,2997,4.0,964980896,13,0.05603448275862069
13,1,235,4.0,964980908,14,0.0603448275862069
14,1,1060,4.0,964980924,15,0.06465517241379311
15,1,356,4.0,964980962,16,0.06896551724137931
16,1,223,3.0,964980985,17,0.07327586206896551
17,1,1500,4.0,964980985,18,0.07758620689655173
18,1,2700,5.0,964980985,19,0.08189655172413793
19,1,2395,5.0,964981093,20,0.08620689655172414
20,1,3243,3.0,964981093,21,0.09051724137931035
21,1,1517,5.0,964981107,22,0.09482758620689655
22,1,3253,5.0,964981107,23,0.09913793103448276
23,1,1580,3.0,964981125,24,0.10344827586206896
24,1,1732,5.0,964981125,25,0.10775862068965517
25,1,2596,5.0,964981144,26,0.11206896551724138
26,1,3450,5.0,964981144,27,0.11637931034482758
27,1,231,5.0,964981179,28,0.1206896551724138
28,1,333,5.0,964981179,29,0.125
29,1,543,4.0,964981179,30,0.12931034482758622
30,1,1042,4.0,964981179,31,0.1336206896551724
31,1,216,5.0,964981208,32,0.13793103448275862
32,1,500,3.0,964981208,33,0.14224137931034483
33,1,3052,5.0,964981208,34,0.14655172413793102
34,1,3809,4.0,964981220,35,0.15086206896551724
35,1,1777,4.0,964981230,36,0.15517241379310345
36,1,3,4.0,964981247,37,0.15948275862068967
37,1,2542,5.0,964981265,38,0.16379310344827586
38,1,2502,5.0,964981278,39,0.16810344827586207
39,1,1080,5.0,964981327,40,0.1724137931034483
40,1,1136,5.0,964981327,41,0.17672413793103448
41,1,1793,4.0,964981404,42,0.1810344827586207
42,1,1256,5.0,964981442,43,0.1853448275862069
43,1,1927,5.0,964981497,44,0.1896551724137931
44,1,923,5.0,964981529,45,0.1939655172413793
45,1,3671,5.0,964981589,46,0.19827586206896552
46,1,260,5.0,964981680,47,0.2025862068965517
47,1,1073,5.0,964981680,48,0.20689655172413793
48,1,1097,5.0,964981680,49,0.21120689655172414
49,1,2174,4.0,964981680,50,0.21551724137931033
50,1,2872,5.0,964981680,51,0.21982758620689655
51,1,367,4.0,964981710,52,0.22413793103448276
52,1,1967,4.0,964981710,53,0.22844827586206898
53,1,2005,5.0,964981710,54,0.23275862068965517
54,1,2093,3.0,964981710,55,0.23706896551724138
55,1,2161,5.0,964981710,56,0.2413793103448276
56,1,2193,4.0,964981710,57,0.24568965517241378
57,1,2797,4.0,964981710,58,0.25
58,1,2105,4.0,964981725,59,0.2543103448275862
59,1,2143,4.0,964981725,60,0.25862068965517243
60,1,3479,4.0,964981725,61,0.2629310344827586
61,1,2054,4.0,964981747,62,0.2672413793103448
62,1,673,3.0,964981775,63,0.27155172413793105
63,1,1009,3.0,964981775,64,0.27586206896551724
64,1,2253,2.0,964981775,65,0.2801724137931034
65,1,3489,4.0,964981775,66,0.28448275862068967
66,1,1920,4.0,964981780,67,0.28879310344827586
67,1,3439,4.0,964981799,68,0.29310344827586204
68,1,3440,4.0,964981799,69,0.2974137931034483
69,1,1196,5.0,964981827,70,0.3017241379310345
70,1,1198,5.0,964981827,71,0.30603448275862066
71,1,1214,4.0,964981855,72,0.3103448275862069
72,1,2692,5.0,964981855,73,0.3146551724137931
73,1,3793,5.0,964981855,74,0.31896551724137934
74,1,1197,5.0,964981872,75,0.3232758620689655
75,1,2944,5.0,964981872,76,0.3275862068965517
76,1,3062,4.0,964981872,77,0.33189655172413796
77,1,2028,4.0,964981888,78,0.33620689655172414
78,1,2571,5.0,964981888,79,0.34051724137931033
79,1,2949,5.0,964981888,80,0.3448275862068966
80,1,457,5.0,964981909,81,0.34913793103448276
81,1,1220,5.0,964981909,82,0.35344827586206895
82,1,1222,5.0,964981909,83,0.3577586206896552
83,1,1291,5.0,964981909,84,0.3620689655172414
84,1,3703,5.0,964981909,85,0.36637931034482757
85,1,110,4.0,964982176,86,0.3706896551724138
86,1,940,5.0,964982176,87,0.375
87,1,1954,5.0,964982176,88,0.3793103448275862
88,1,2947,5.0,964982176,89,0.38362068965517243
89,1,2948,5.0,964982191,90,0.3879310344827586
90,1,2000,4.0,964982211,91,0.3922413793103448
91,1,6,4.0,964982224,92,0.39655172413793105
92,1,2427,5.0,964982242,93,0.40086206896551724
93,1,2529,5.0,964982242,94,0.4051724137931034
94,1,2993,5.0,964982242,95,0.40948275862068967
95,1,592,4.0,964982271,96,0.41379310344827586
96,1,2991,5.0,964982271,97,0.41810344827586204
97,1,3527,4.0,964982271,98,0.4224137931034483
98,1,3639,4.0,964982271,99,0.4267241379310345
99,1,1275,5.0,964982290,100,0.43103448275862066
100,1,1573,5.0,964982290,101,0.4353448275862069
101,1,2916,4.0,964982290,102,0.4396551724137931
102,1,316,3.0,964982310,103,0.44396551724137934
103,1,1408,3.0,964982310,104,0.4482758620689655
104,1,2273,4.0,964982310,105,0.4525862068965517
105,1,2406,4.0,964982310,106,0.45689655172413796
106,1,2528,3.0,964982328,107,0.46120689655172414
107,1,3441,5.0,964982328,108,0.46551724137931033
108,1,480,4.0,964982346,109,0.4698275862068966
109,1,1587,5.0,964982346,110,0.47413793103448276
110,1,423,3.0,964982363,111,0.47844827586206895
111,1,3729,5.0,964982363,112,0.4827586206896552
112,1,2640,4.0,964982377,113,0.4870689655172414
113,1,70,3.0,964982400,114,0.49137931034482757
114,1,733,4.0,964982400,115,0.4956896551724138
115,1,1049,5.0,964982400,116,0.5
116,1,2058,5.0,964982400,117,0.5043103448275862
117,1,3740,4.0,964982417,118,0.5086206896551724
118,1,2366,4.0,964982462,119,0.5129310344827587
119,1,919,5.0,964982475,120,0.5172413793103449
120,1,2987,5.0,964982495,121,0.521551724137931
121,1,3168,4.0,964982495,122,0.5258620689655172
122,1,1127,4.0,964982513,123,0.5301724137931034
123,1,2414,3.0,964982513,124,0.5344827586206896
124,1,2115,5.0,964982529,125,0.5387931034482759
125,1,590,4.0,964982546,126,0.5431034482758621
126,1,349,4.0,964982563,127,0.5474137931034483
127,1,648,3.0,964982563,128,0.5517241379310345
128,1,2046,4.0,964982563,129,0.5560344827586207
129,1,362,5.0,964982588,130,0.5603448275862069
130,1,2099,4.0,964982588,131,0.5646551724137931
131,1,2470,5.0,964982588,132,0.5689655172413793
132,1,2617,2.0,964982588,133,0.5732758620689655
133,1,1552,4.0,964982620,134,0.5775862068965517
134,1,1676,3.0,964982620,135,0.5818965517241379
135,1,2450,4.0,964982620,136,0.5862068965517241
136,1,2641,5.0,964982620,137,0.5905172413793104
137,1,552,4.0,964982653,138,0.5948275862068966
138,1,736,3.0,964982653,139,0.5991379310344828
232,2,318,3.0,1445714835,1,0.034482758620689655
233,2,79132,4.0,1445714841,2,0.06896551724137931
234,2,131724,5.0,1445714851,3,0.10344827586206896
235,2,115713,3.5,1445714854,4,0.13793103448275862
236,2,99114,3.5,1445714874,5,0.1724137931034483
237,2,112552,4.0,1445714882,6,0.20689655172413793
238,2,3578,4.0,1445714885,7,0.2413793103448276
239,2,91529,3.5,1445714891,8,0.27586206896551724
240,2,74458,4.0,1445714926,9,0.3103448275862069
241,2,91658,2.5,1445714938,10,0.3448275862068966
242,2,77455,3.0,1445714941,11,0.3793103448275862
243,2,6874,4.0,1445714952,12,0.41379310344827586
244,2,8798,3.5,1445714960,13,0.4482758620689655
245,2,106782,5.0,1445714966,14,0.4827586206896552
246,2,71535,3.0,1445714974,15,0.5172413793103449
247,2,60756,5.0,1445714980,16,0.5517241379310345
248,2,46970,4.0,1445715013,17,0.5862068965517241
261,3,1275,3.5,1306463323,1,0.02564102564102564
262,3,2105,2.0,1306463559,2,0.05128205128205128
263,3,1371,3.0,1306463561,3,0.07692307692307693
264,3,914,0.5,1306463567,4,0.10256410256410256
